
	Representative rates for the period  January 01, 1994 - November 01, 2023
	Date	U.K. pound(GBP)	
	22-Sep-2008	1.843  	
	23-Sep-2008	1.8604  	
	24-Sep-2008	1.8552  	
	25-Sep-2008	1.8542  	
	26-Sep-2008	1.84  	
	29-Sep-2008	1.8027  	
	30-Sep-2008	1.7998  	
	01-Oct-2008	1.7817  	
	02-Oct-2008	1.7615  	
	03-Oct-2008	1.77  	
	06-Oct-2008	1.7572  	
	07-Oct-2008	1.7419  	
	08-Oct-2008	1.7439  	
	09-Oct-2008	1.7305  	
	10-Oct-2008	1.6946  	
	13-Oct-2008	1.7263  	
	14-Oct-2008	1.7581  	
	15-Oct-2008	1.7564  	
	16-Oct-2008	1.721  	
	17-Oct-2008	1.7296  	
	20-Oct-2008	1.7414  	
	21-Oct-2008	1.7016  	
	22-Oct-2008	1.637  	
	23-Oct-2008	1.6231  	
	24-Oct-2008	1.5545  	
	27-Oct-2008	1.5392  	
	28-Oct-2008	1.5743  	
	29-Oct-2008	1.6065  	
	30-Oct-2008	1.6488  	
	31-Oct-2008	1.6174  	
	03-Nov-2008	1.6195  	
	04-Nov-2008	1.587  	
	05-Nov-2008	1.6038  	
	06-Nov-2008	1.587  	
	07-Nov-2008	1.5729  	
	10-Nov-2008	1.5788  	
	11-Nov-2008	1.5585  	
	12-Nov-2008	1.5283  	
	13-Nov-2008	1.4908  	
	14-Nov-2008	1.4841  	
	17-Nov-2008	1.4916  	
	18-Nov-2008	1.5025  	
	19-Nov-2008	1.5069  	
	20-Nov-2008	1.4844  	
	21-Nov-2008	1.4987  	
	24-Nov-2008	1.4988  	
	25-Nov-2008	1.5106  	
	26-Nov-2008	1.5334  	
	27-Nov-2008	1.5435  	
	28-Nov-2008	1.5336  	
	01-Dec-2008	1.5046  	
	02-Dec-2008	1.4802  	
	03-Dec-2008	1.4741  	
	04-Dec-2008	1.457  	
	05-Dec-2008	1.4676  	
	08-Dec-2008	1.4912  	
	09-Dec-2008	1.4761  	
	10-Dec-2008	1.4817  	
	11-Dec-2008	1.4936  	
	12-Dec-2008	1.4935  	
	15-Dec-2008	1.4963  	
	16-Dec-2008	1.5254  	
	17-Dec-2008	1.5436  	
	18-Dec-2008	1.5505  	
	19-Dec-2008	1.4948  	
	22-Dec-2008	1.4797  	
	23-Dec-2008	1.4779  	
	24-Dec-2008	1.4762  	
	29-Dec-2008	1.4666  	
	30-Dec-2008	1.4496  	
	31-Dec-2008	1.4578  	
	02-Jan-2009	1.4497  	
	05-Jan-2009	1.4503  	
	06-Jan-2009	1.4597  	
	07-Jan-2009	1.4941  	
	08-Jan-2009	1.5067  	
	09-Jan-2009	1.529  	
	12-Jan-2009	1.4962  	
	13-Jan-2009	1.4595  	
	14-Jan-2009	1.4535  	
	15-Jan-2009	1.4605  	
	16-Jan-2009	1.4927  	
	19-Jan-2009	1.4646  	
	20-Jan-2009	1.3925  	
	21-Jan-2009	1.376  	
	22-Jan-2009	1.3755  	
	23-Jan-2009	1.3586  	
	26-Jan-2009	1.3862  	
	27-Jan-2009	1.4056  	
	28-Jan-2009	1.431  	
	29-Jan-2009	1.4328  	
	30-Jan-2009	1.4302  	
	02-Feb-2009	1.4132  	
	03-Feb-2009	1.4245  	
	04-Feb-2009	1.4381  	
	05-Feb-2009	1.4497  	
	06-Feb-2009	1.4659  	
	09-Feb-2009	1.4907  	
	10-Feb-2009	1.4792  	
	11-Feb-2009	1.4353  	
	12-Feb-2009	1.4195  	
	13-Feb-2009	1.4517  	
	16-Feb-2009	1.4257  	
	17-Feb-2009	1.4242  	
	18-Feb-2009	1.422  	
	19-Feb-2009	1.4397  	
	20-Feb-2009	1.4317  	
	23-Feb-2009	1.4633  	
	24-Feb-2009	1.4523  	
	25-Feb-2009	1.4372  	
	26-Feb-2009	1.4256  	
	27-Feb-2009	1.4195  	
	02-Mar-2009	1.4123  	
	03-Mar-2009	1.4014  	
	04-Mar-2009	1.4085  	
	05-Mar-2009	1.4105  	
	06-Mar-2009	1.4235  	
	09-Mar-2009	1.3864  	
	10-Mar-2009	1.3848  	
	11-Mar-2009	1.3817  	
	12-Mar-2009	1.38  	
	13-Mar-2009	1.4032  	
	16-Mar-2009	1.4179  	
	17-Mar-2009	1.4027  	
	18-Mar-2009	1.3877  	
	19-Mar-2009	1.446  	
	20-Mar-2009	1.4412  	
	23-Mar-2009	1.4614  	
	24-Mar-2009	1.473  	
	25-Mar-2009	1.4569  	
	26-Mar-2009	1.4569  	
	27-Mar-2009	1.4288  	
	30-Mar-2009	1.4165  	
	31-Mar-2009	1.434  	
	01-Apr-2009	1.4397  	
	02-Apr-2009	1.4677  	
	03-Apr-2009	1.4746  	
	06-Apr-2009	1.491  	
	07-Apr-2009	1.462  	
	08-Apr-2009	1.471  	
	09-Apr-2009	1.4673  	
	14-Apr-2009	1.4904  	
	15-Apr-2009	1.5016  	
	16-Apr-2009	1.4846  	
	17-Apr-2009	1.4798  	
	20-Apr-2009	1.4575  	
	21-Apr-2009	1.4537  	
	22-Apr-2009	1.4631  	
	23-Apr-2009	1.453  	
	24-Apr-2009	1.4616  	
	27-Apr-2009	1.4575  	
	28-Apr-2009	1.4577  	
	29-Apr-2009	1.4774  	
	30-Apr-2009	1.4824  	
	01-May-2009	1.493  	
	05-May-2009	1.5087  	
	06-May-2009	1.5092  	
	07-May-2009	1.5151  	
	08-May-2009	1.5042  	
	11-May-2009	1.5109  	
	12-May-2009	1.5282  	
	13-May-2009	1.5171  	
	14-May-2009	1.5074  	
	15-May-2009	1.5172  	
	18-May-2009	1.524  	
	19-May-2009	1.5497  	
	20-May-2009	1.5494  	
	21-May-2009	1.5658  	
	22-May-2009	1.5889  	
	26-May-2009	1.5816  	
	27-May-2009	1.6021  	
	28-May-2009	1.5961  	
	29-May-2009	1.6153  	
	01-Jun-2009	1.6384  	
	02-Jun-2009	1.6452  	
	03-Jun-2009	1.6555  	
	04-Jun-2009	1.6383  	
	05-Jun-2009	1.6094  	
	08-Jun-2009	1.5848  	
	09-Jun-2009	1.61  	
	10-Jun-2009	1.636  	
	11-Jun-2009	1.6441  	
	12-Jun-2009	1.6469  	
	15-Jun-2009	1.6335  	
	16-Jun-2009	1.6414  	
	17-Jun-2009	1.6234  	
	18-Jun-2009	1.623  	
	19-Jun-2009	1.6436  	
	22-Jun-2009	1.6437  	
	23-Jun-2009	1.6292  	
	24-Jun-2009	1.6574  	
	25-Jun-2009	1.626  	
	26-Jun-2009	1.647  	
	29-Jun-2009	1.6546  	
	30-Jun-2009	1.656  	
	01-Jul-2009	1.6435  	
	02-Jul-2009	1.637  	
	03-Jul-2009	1.6312  	
	06-Jul-2009	1.6116  	
	07-Jul-2009	1.6213  	
	08-Jul-2009	1.606  	
	09-Jul-2009	1.618  	
	10-Jul-2009	1.6195  	
	13-Jul-2009	1.6094  	
	14-Jul-2009	1.6306  	
	15-Jul-2009	1.6391  	
	16-Jul-2009	1.6429  	
	17-Jul-2009	1.628  	
	20-Jul-2009	1.6518  	
	21-Jul-2009	1.6404  	
	22-Jul-2009	1.6398  	
	23-Jul-2009	1.6486  	
	24-Jul-2009	1.6468  	
	27-Jul-2009	1.6461  	
	28-Jul-2009	1.6505  	
	29-Jul-2009	1.6381  	
	30-Jul-2009	1.6489  	
	31-Jul-2009	1.6566  	
	03-Aug-2009	1.6839  	
	04-Aug-2009	1.6929  	
	05-Aug-2009	1.6991  	
	06-Aug-2009	1.6972  	
	07-Aug-2009	1.6743  	
	10-Aug-2009	1.663  	
	11-Aug-2009	1.6469  	
	12-Aug-2009	1.6458  	
	13-Aug-2009	1.6624  	
	14-Aug-2009	1.6549  	
	17-Aug-2009	1.628  	
	18-Aug-2009	1.6465  	
	19-Aug-2009	1.6394  	
	20-Aug-2009	1.6473  	
	21-Aug-2009	1.6575  	
	24-Aug-2009	1.6497  	
	25-Aug-2009	1.636  	
	26-Aug-2009	1.628  	
	27-Aug-2009	1.618  	
	28-Aug-2009	1.6325  	
	01-Sep-2009	1.6207  	
	02-Sep-2009	1.6227  	
	03-Sep-2009	1.6384  	
	04-Sep-2009	1.6367  	
	07-Sep-2009	1.6436  	
	08-Sep-2009	1.6554  	
	09-Sep-2009	1.6503  	
	10-Sep-2009	1.6538  	
	11-Sep-2009	1.6696  	
	14-Sep-2009	1.6531  	
	15-Sep-2009	1.6488  	
	16-Sep-2009	1.6516  	
	17-Sep-2009	1.6538  	
	18-Sep-2009	1.6366  	
	21-Sep-2009	1.6194  	
	22-Sep-2009	1.6339  	
	23-Sep-2009	1.6437  	
	24-Sep-2009	1.6195  	
	25-Sep-2009	1.6014  	
	28-Sep-2009	1.5845  	
	29-Sep-2009	1.5965  	
	30-Sep-2009	1.6113  	
	01-Oct-2009	1.5977  	
	02-Oct-2009	1.5847  	
	05-Oct-2009	1.5944  	
	06-Oct-2009	1.5917  	
	07-Oct-2009	1.5885  	
	08-Oct-2009	1.6079  	
	09-Oct-2009	1.5983  	
	12-Oct-2009	1.5799  	
	13-Oct-2009	1.5808  	
	14-Oct-2009	1.5996  	
	15-Oct-2009	1.627  	
	16-Oct-2009	1.6284  	
	19-Oct-2009	1.6287  	
	20-Oct-2009	1.6411  	
	21-Oct-2009	1.657  	
	22-Oct-2009	1.6538  	
	23-Oct-2009	1.6409  	
	26-Oct-2009	1.6325  	
	27-Oct-2009	1.6394  	
	28-Oct-2009	1.631  	
	29-Oct-2009	1.6462  	
	30-Oct-2009	1.652  	
	02-Nov-2009	1.6361  	
	03-Nov-2009	1.6279  	
	04-Nov-2009	1.6519  	
	05-Nov-2009	1.6504  	
	06-Nov-2009	1.6607  	
	09-Nov-2009	1.6796  	
	10-Nov-2009	1.6672  	
	11-Nov-2009	1.6664  	
	12-Nov-2009	1.657  	
	13-Nov-2009	1.6702  	
	16-Nov-2009	1.6698  	
	17-Nov-2009	1.6781  	
	18-Nov-2009	1.6804  	
	19-Nov-2009	1.6628  	
	20-Nov-2009	1.6501  	
	23-Nov-2009	1.6609  	
	24-Nov-2009	1.6538  	
	25-Nov-2009	1.6708  	
	26-Nov-2009	1.6549  	
	27-Nov-2009	1.6374  	
	30-Nov-2009	1.6473  	
	01-Dec-2009	1.6564  	
	02-Dec-2009	1.6682  	
	03-Dec-2009	1.664  	
	04-Dec-2009	1.6647  	
	07-Dec-2009	1.6343  	
	08-Dec-2009	1.629  	
	09-Dec-2009	1.6314  	
	10-Dec-2009	1.6306  	
	11-Dec-2009	1.6287  	
	14-Dec-2009	1.6229  	
	15-Dec-2009	1.6231  	
	16-Dec-2009	1.6362  	
	17-Dec-2009	1.6133  	
	18-Dec-2009	1.6196  	
	21-Dec-2009	1.6123  	
	22-Dec-2009	1.6021  	
	23-Dec-2009	1.5951  	
	24-Dec-2009	1.6  	
	29-Dec-2009	1.6  	
	30-Dec-2009	1.5852  	
	31-Dec-2009	1.6195  	
	04-Jan-2010	1.6223  	
	05-Jan-2010	1.6014  	
	06-Jan-2010	1.5984  	
	07-Jan-2010	1.5912  	
	08-Jan-2010	1.6007  	
	11-Jan-2010	1.6176  	
	12-Jan-2010	1.6141  	
	13-Jan-2010	1.6277  	
	14-Jan-2010	1.627  	
	15-Jan-2010	1.6288  	
	18-Jan-2010	1.6337  	
	19-Jan-2010	1.6338  	
	20-Jan-2010	1.6275  	
	21-Jan-2010	1.6153  	
	22-Jan-2010	1.6177  	
	25-Jan-2010	1.6148  	
	26-Jan-2010	1.6117  	
	27-Jan-2010	1.6226  	
	28-Jan-2010	1.6244  	
	29-Jan-2010	1.6138  	
	01-Feb-2010	1.5879  	
	02-Feb-2010	1.594  	
	03-Feb-2010	1.598  	
	04-Feb-2010	1.5818  	
	05-Feb-2010	1.5721  	
	08-Feb-2010	1.557  	
	09-Feb-2010	1.5579  	
	10-Feb-2010	1.5658  	
	11-Feb-2010	1.5633  	
	12-Feb-2010	1.5615  	
	15-Feb-2010	1.5705  	
	16-Feb-2010	1.5698  	
	17-Feb-2010	1.5767  	
	18-Feb-2010	1.5594  	
	19-Feb-2010	1.5384  	
	22-Feb-2010	1.5472  	
	23-Feb-2010	1.5407  	
	24-Feb-2010	1.5449  	
	25-Feb-2010	1.5306  	
	26-Feb-2010	1.5223  	
	01-Mar-2010	1.4876  	
	02-Mar-2010	1.497  	
	03-Mar-2010	1.5052  	
	04-Mar-2010	1.507  	
	05-Mar-2010	1.5038  	
	08-Mar-2010	1.5116  	
	09-Mar-2010	1.4958  	
	10-Mar-2010	1.4937  	
	11-Mar-2010	1.5033  	
	12-Mar-2010	1.5161  	
	15-Mar-2010	1.5043  	
	16-Mar-2010	1.5137  	
	17-Mar-2010	1.5333  	
	18-Mar-2010	1.5273  	
	19-Mar-2010	1.5155  	
	22-Mar-2010	1.4982  	
	23-Mar-2010	1.4991  	
	24-Mar-2010	1.4958  	
	25-Mar-2010	1.4941  	
	26-Mar-2010	1.4869  	
	29-Mar-2010	1.4971  	
	30-Mar-2010	1.5085  	
	31-Mar-2010	1.515  	
	01-Apr-2010	1.5232  	
	06-Apr-2010	1.5177  	
	07-Apr-2010	1.5155  	
	08-Apr-2010	1.5222  	
	09-Apr-2010	1.5359  	
	12-Apr-2010	1.5423  	
	13-Apr-2010	1.5422  	
	14-Apr-2010	1.542  	
	15-Apr-2010	1.5412  	
	16-Apr-2010	1.5459  	
	19-Apr-2010	1.523  	
	20-Apr-2010	1.5407  	
	21-Apr-2010	1.5383  	
	22-Apr-2010	1.5401  	
	23-Apr-2010	1.5366  	
	26-Apr-2010	1.544  	
	27-Apr-2010	1.5343  	
	28-Apr-2010	1.5188  	
	29-Apr-2010	1.5234  	
	30-Apr-2010	1.5328  	
	04-May-2010	1.5187  	
	05-May-2010	1.5154  	
	06-May-2010	1.507  	
	07-May-2010	1.472  	
	10-May-2010	1.5008  	
	11-May-2010	1.4751  	
	12-May-2010	1.4905  	
	13-May-2010	1.4769  	
	14-May-2010	1.4547  	
	17-May-2010	1.4395  	
	18-May-2010	1.4434  	
	19-May-2010	1.4243  	
	20-May-2010	1.4315  	
	21-May-2010	1.4353  	
	24-May-2010	1.4366  	
	25-May-2010	1.432  	
	26-May-2010	1.4417  	
	27-May-2010	1.457  	
	28-May-2010	1.458  	
	01-Jun-2010	1.4504  	
	02-Jun-2010	1.4667  	
	03-Jun-2010	1.4674  	
	04-Jun-2010	1.4657  	
	07-Jun-2010	1.4503  	
	08-Jun-2010	1.4423  	
	09-Jun-2010	1.4493  	
	10-Jun-2010	1.4612  	
	11-Jun-2010	1.464  	
	14-Jun-2010	1.4729  	
	15-Jun-2010	1.4741  	
	16-Jun-2010	1.4812  	
	17-Jun-2010	1.4835  	
	18-Jun-2010	1.4819  	
	21-Jun-2010	1.4853  	
	22-Jun-2010	1.4732  	
	23-Jun-2010	1.4917  	
	24-Jun-2010	1.4983  	
	25-Jun-2010	1.4904  	
	28-Jun-2010	1.5051  	
	29-Jun-2010	1.5054  	
	30-Jun-2010	1.5025  	
	01-Jul-2010	1.4973  	
	02-Jul-2010	1.519  	
	06-Jul-2010	1.5193  	
	07-Jul-2010	1.5131  	
	08-Jul-2010	1.5132  	
	09-Jul-2010	1.5165  	
	12-Jul-2010	1.5009  	
	13-Jul-2010	1.5076  	
	14-Jul-2010	1.5271  	
	15-Jul-2010	1.535  	
	16-Jul-2010	1.536  	
	19-Jul-2010	1.5282  	
	20-Jul-2010	1.5171  	
	21-Jul-2010	1.5273  	
	22-Jul-2010	1.5283  	
	23-Jul-2010	1.5439  	
	26-Jul-2010	1.5485  	
	27-Jul-2010	1.5521  	
	28-Jul-2010	1.5585  	
	29-Jul-2010	1.5645  	
	30-Jul-2010	1.5576  	
	02-Aug-2010	1.5808  	
	03-Aug-2010	1.5956  	
	04-Aug-2010	1.5933  	
	05-Aug-2010	1.5914  	
	06-Aug-2010	1.5869  	
	09-Aug-2010	1.5963  	
	10-Aug-2010	1.5746  	
	11-Aug-2010	1.5693  	
	12-Aug-2010	1.5598  	
	13-Aug-2010	1.5591  	
	16-Aug-2010	1.5585  	
	17-Aug-2010	1.563  	
	18-Aug-2010	1.5639  	
	19-Aug-2010	1.5628  	
	20-Aug-2010	1.5482  	
	23-Aug-2010	1.5557  	
	24-Aug-2010	1.5405  	
	25-Aug-2010	1.5422  	
	26-Aug-2010	1.5536  	
	27-Aug-2010	1.5518  	
	31-Aug-2010	1.5404  	
	01-Sep-2010	1.5394  	
	02-Sep-2010	1.5399  	
	03-Sep-2010	1.54  	
	07-Sep-2010	1.5367  	
	08-Sep-2010	1.5449  	
	09-Sep-2010	1.5413  	
	10-Sep-2010	1.5456  	
	13-Sep-2010	1.5397  	
	14-Sep-2010	1.5404  	
	15-Sep-2010	1.551  	
	16-Sep-2010	1.5614  	
	17-Sep-2010	1.566  	
	20-Sep-2010	1.5609  	
	21-Sep-2010	1.5518  	
	22-Sep-2010	1.5659  	
	23-Sep-2010	1.5687  	
	24-Sep-2010	1.5706  	
	27-Sep-2010	1.5845  	
	28-Sep-2010	1.5858  	
	29-Sep-2010	1.5796  	
	30-Sep-2010	1.5914  	
	01-Oct-2010	1.5823  	
	04-Oct-2010	1.5826  	
	05-Oct-2010	1.587  	
	06-Oct-2010	1.5888  	
	07-Oct-2010	1.5934  	
	08-Oct-2010	1.5874  	
	12-Oct-2010	1.5847  	
	13-Oct-2010	1.5849  	
	14-Oct-2010	1.601  	
	15-Oct-2010	1.6046  	
	18-Oct-2010	1.5895  	
	19-Oct-2010	1.5794  	
	20-Oct-2010	1.5716  	
	21-Oct-2010	1.5776  	
	22-Oct-2010	1.5699  	
	25-Oct-2010	1.5743  	
	26-Oct-2010	1.5878  	
	27-Oct-2010	1.5849  	
	28-Oct-2010	1.5879  	
	29-Oct-2010	1.5922  	
	01-Nov-2010	1.6066  	
	02-Nov-2010	1.5981  	
	03-Nov-2010	1.6147  	
	04-Nov-2010	1.6177  	
	05-Nov-2010	1.6244  	
	08-Nov-2010	1.6126  	
	09-Nov-2010	1.6175  	
	10-Nov-2010	1.608  	
	11-Nov-2010	1.6129  	
	12-Nov-2010	1.6055  	
	15-Nov-2010	1.6056  	
	16-Nov-2010	1.5987  	
	17-Nov-2010	1.5881  	
	18-Nov-2010	1.5992  	
	19-Nov-2010	1.6058  	
	22-Nov-2010	1.6005  	
	23-Nov-2010	1.5933  	
	24-Nov-2010	1.5767  	
	29-Nov-2010	1.559  	
	30-Nov-2010	1.5528  	
	01-Dec-2010	1.5602  	
	02-Dec-2010	1.5587  	
	03-Dec-2010	1.5627  	
	06-Dec-2010	1.5666  	
	07-Dec-2010	1.5787  	
	08-Dec-2010	1.5781  	
	09-Dec-2010	1.5738  	
	10-Dec-2010	1.5843  	
	13-Dec-2010	1.5759  	
	14-Dec-2010	1.5855  	
	15-Dec-2010	1.5668  	
	16-Dec-2010	1.5614  	
	17-Dec-2010	1.557  	
	20-Dec-2010	1.5559  	
	21-Dec-2010	1.5472  	
	22-Dec-2010	1.5455  	
	23-Dec-2010	1.5383  	
	29-Dec-2010	1.5396  	
	30-Dec-2010	1.5435  	
	04-Jan-2011	1.5608  	
	05-Jan-2011	1.5594  	
	06-Jan-2011	1.5484  	
	07-Jan-2011	1.5444  	
	10-Jan-2011	1.5518  	
	11-Jan-2011	1.5574  	
	12-Jan-2011	1.5603  	
	13-Jan-2011	1.5769  	
	14-Jan-2011	1.5848  	
	18-Jan-2011	1.5993  	
	19-Jan-2011	1.5993  	
	20-Jan-2011	1.599  	
	21-Jan-2011	1.5929  	
	24-Jan-2011	1.5942  	
	25-Jan-2011	1.5789  	
	26-Jan-2011	1.5859  	
	27-Jan-2011	1.5961  	
	28-Jan-2011	1.5924  	
	31-Jan-2011	1.5891  	
	01-Feb-2011	1.611  	
	02-Feb-2011	1.6202  	
	03-Feb-2011	1.6215  	
	04-Feb-2011	1.6119  	
	07-Feb-2011	1.6104  	
	08-Feb-2011	1.6122  	
	09-Feb-2011	1.606  	
	10-Feb-2011	1.6056  	
	11-Feb-2011	1.5987  	
	14-Feb-2011	1.6001  	
	15-Feb-2011	1.612  	
	16-Feb-2011	1.6062  	
	17-Feb-2011	1.6117  	
	18-Feb-2011	1.6205  	
	22-Feb-2011	1.615  	
	23-Feb-2011	1.6244  	
	24-Feb-2011	1.6155  	
	25-Feb-2011	1.6096  	
	28-Feb-2011	1.6234  	
	01-Mar-2011	1.6277  	
	02-Mar-2011	1.6316  	
	03-Mar-2011	1.6277  	
	04-Mar-2011	1.629  	
	07-Mar-2011	1.632  	
	08-Mar-2011	1.6186  	
	09-Mar-2011	1.6222  	
	10-Mar-2011	1.6172  	
	11-Mar-2011	1.5994  	
	14-Mar-2011	1.6105  	
	15-Mar-2011	1.6017  	
	16-Mar-2011	1.6082  	
	17-Mar-2011	1.6129  	
	18-Mar-2011	1.6161  	
	21-Mar-2011	1.6266  	
	22-Mar-2011	1.6376  	
	23-Mar-2011	1.627  	
	24-Mar-2011	1.6183  	
	25-Mar-2011	1.6104  	
	28-Mar-2011	1.5977  	
	29-Mar-2011	1.5985  	
	30-Mar-2011	1.6052  	
	31-Mar-2011	1.6092  	
	01-Apr-2011	1.6046  	
	04-Apr-2011	1.6141  	
	05-Apr-2011	1.6232  	
	06-Apr-2011	1.6314  	
	07-Apr-2011	1.634  	
	08-Apr-2011	1.6347  	
	11-Apr-2011	1.6356  	
	12-Apr-2011	1.6262  	
	13-Apr-2011	1.6271  	
	14-Apr-2011	1.6297  	
	15-Apr-2011	1.6348  	
	18-Apr-2011	1.6273  	
	19-Apr-2011	1.6294  	
	20-Apr-2011	1.6375  	
	21-Apr-2011	1.6552  	
	26-Apr-2011	1.6493  	
	27-Apr-2011	1.6578  	
	28-Apr-2011	1.6655  	
	03-May-2011	1.6483  	
	04-May-2011	1.6512  	
	05-May-2011	1.6501  	
	06-May-2011	1.6432  	
	09-May-2011	1.6368  	
	10-May-2011	1.6335  	
	11-May-2011	1.6476  	
	12-May-2011	1.6256  	
	13-May-2011	1.6259  	
	16-May-2011	1.6173  	
	17-May-2011	1.6262  	
	18-May-2011	1.6171  	
	19-May-2011	1.62  	
	20-May-2011	1.6233  	
	23-May-2011	1.6125  	
	24-May-2011	1.6166  	
	25-May-2011	1.6229  	
	26-May-2011	1.631  	
	27-May-2011	1.6412  	
	31-May-2011	1.6503  	
	01-Jun-2011	1.6417  	
	02-Jun-2011	1.6381  	
	03-Jun-2011	1.6308  	
	06-Jun-2011	1.641  	
	07-Jun-2011	1.643  	
	08-Jun-2011	1.6372  	
	09-Jun-2011	1.6408  	
	10-Jun-2011	1.6289  	
	13-Jun-2011	1.6286  	
	14-Jun-2011	1.6406  	
	15-Jun-2011	1.626  	
	16-Jun-2011	1.6128  	
	17-Jun-2011	1.6183  	
	20-Jun-2011	1.6169  	
	21-Jun-2011	1.6199  	
	22-Jun-2011	1.6126  	
	23-Jun-2011	1.5985  	
	24-Jun-2011	1.601  	
	27-Jun-2011	1.5989  	
	28-Jun-2011	1.5949  	
	29-Jun-2011	1.6018  	
	30-Jun-2011	1.6008  	
	01-Jul-2011	1.6019  	
	05-Jul-2011	1.6111  	
	06-Jul-2011	1.6012  	
	07-Jul-2011	1.5985  	
	08-Jul-2011	1.5965  	
	11-Jul-2011	1.5951  	
	12-Jul-2011	1.5805  	
	13-Jul-2011	1.5945  	
	14-Jul-2011	1.6121  	
	15-Jul-2011	1.6111  	
	18-Jul-2011	1.6074  	
	19-Jul-2011	1.6117  	
	20-Jul-2011	1.6139  	
	21-Jul-2011	1.6171  	
	22-Jul-2011	1.6308  	
	25-Jul-2011	1.6278  	
	26-Jul-2011	1.6402  	
	27-Jul-2011	1.6387  	
	28-Jul-2011	1.6322  	
	29-Jul-2011	1.6273  	
	01-Aug-2011	1.6423  	
	02-Aug-2011	1.6279  	
	03-Aug-2011	1.6398  	
	04-Aug-2011	1.6334  	
	05-Aug-2011	1.6294  	
	08-Aug-2011	1.6421  	
	09-Aug-2011	1.6364  	
	10-Aug-2011	1.6254  	
	11-Aug-2011	1.6168  	
	12-Aug-2011	1.6281  	
	15-Aug-2011	1.6311  	
	16-Aug-2011	1.6377  	
	17-Aug-2011	1.6449  	
	18-Aug-2011	1.6497  	
	19-Aug-2011	1.651  	
	22-Aug-2011	1.6494  	
	23-Aug-2011	1.6524  	
	24-Aug-2011	1.6512  	
	25-Aug-2011	1.6366  	
	26-Aug-2011	1.6318  	
	30-Aug-2011	1.6323  	
	31-Aug-2011	1.6286  	
	01-Sep-2011	1.6204  	
	02-Sep-2011	1.6215  	
	06-Sep-2011	1.6098  	
	07-Sep-2011	1.5982  	
	08-Sep-2011	1.5967  	
	09-Sep-2011	1.5947  	
	12-Sep-2011	1.586  	
	13-Sep-2011	1.5824  	
	14-Sep-2011	1.5789  	
	15-Sep-2011	1.5835  	
	16-Sep-2011	1.5816  	
	19-Sep-2011	1.5733  	
	20-Sep-2011	1.5703  	
	21-Sep-2011	1.5662  	
	22-Sep-2011	1.5414  	
	23-Sep-2011	1.543  	
	26-Sep-2011	1.5518  	
	27-Sep-2011	1.5573  	
	28-Sep-2011	1.5674  	
	29-Sep-2011	1.5641  	
	30-Sep-2011	1.5595  	
	03-Oct-2011	1.5521  	
	04-Oct-2011	1.5377  	
	05-Oct-2011	1.547  	
	06-Oct-2011	1.5474  	
	07-Oct-2011	1.5521  	
	11-Oct-2011	1.5647  	
	12-Oct-2011	1.5765  	
	13-Oct-2011	1.5716  	
	14-Oct-2011	1.5768  	
	17-Oct-2011	1.5748  	
	18-Oct-2011	1.5741  	
	19-Oct-2011	1.5801  	
	20-Oct-2011	1.5789  	
	21-Oct-2011	1.5821  	
	24-Oct-2011	1.5926  	
	25-Oct-2011	1.6016  	
	26-Oct-2011	1.599  	
	27-Oct-2011	1.6018  	
	28-Oct-2011	1.6108  	
	31-Oct-2011	1.6024  	
	01-Nov-2011	1.5903  	
	02-Nov-2011	1.5991  	
	03-Nov-2011	1.6017  	
	04-Nov-2011	1.6024  	
	07-Nov-2011	1.6054  	
	08-Nov-2011	1.6056  	
	09-Nov-2011	1.5968  	
	10-Nov-2011	1.5911  	
	11-Nov-2011	1.5922  	
	14-Nov-2011	1.5943  	
	15-Nov-2011	1.5866  	
	16-Nov-2011	1.5771  	
	17-Nov-2011	1.5747  	
	18-Nov-2011	1.5882  	
	21-Nov-2011	1.5658  	
	22-Nov-2011	1.5655  	
	23-Nov-2011	1.5583  	
	28-Nov-2011	1.5574  	
	29-Nov-2011	1.5621  	
	30-Nov-2011	1.5608  	
	01-Dec-2011	1.571  	
	02-Dec-2011	1.5692  	
	05-Dec-2011	1.5636  	
	06-Dec-2011	1.5628  	
	07-Dec-2011	1.5603  	
	08-Dec-2011	1.5707  	
	09-Dec-2011	1.5713  	
	12-Dec-2011	1.5606  	
	13-Dec-2011	1.5614  	
	14-Dec-2011	1.5495  	
	15-Dec-2011	1.55  	
	16-Dec-2011	1.5528  	
	19-Dec-2011	1.5504  	
	20-Dec-2011	1.5635  	
	21-Dec-2011	1.5678  	
	22-Dec-2011	1.5686  	
	23-Dec-2011	1.5678  	
	28-Dec-2011	1.5671  	
	29-Dec-2011	1.5371  	
	30-Dec-2011	1.5461  	
	03-Jan-2012	1.5611  	
	04-Jan-2012	1.5596  	
	05-Jan-2012	1.552  	
	06-Jan-2012	1.5498  	
	09-Jan-2012	1.5442  	
	10-Jan-2012	1.5462  	
	11-Jan-2012	1.5387  	
	12-Jan-2012	1.5351  	
	13-Jan-2012	1.5328  	
	17-Jan-2012	1.5372  	
	18-Jan-2012	1.537  	
	19-Jan-2012	1.544  	
	20-Jan-2012	1.5466  	
	23-Jan-2012	1.5568  	
	24-Jan-2012	1.5563  	
	25-Jan-2012	1.5573  	
	26-Jan-2012	1.568  	
	27-Jan-2012	1.5705  	
	30-Jan-2012	1.5702  	
